record started at: 10-08-19 04:43:02

file format version: 4
captureMode: Offline
eye resolution: 320x240 
scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
3518 3518 29.96 0:00:01:57.257/600 0:00:01:57.237/600 439.88 319.75 153.11 127.44 -1000.00 -1000.00 40.00 40.00 
3519 3519 29.96 0:00:01:57.277/600 0:00:01:57.257/600 445.63 320.10 151.45 127.56 -1000.00 -1000.00 40.00 43.00 
3520 3520 29.96 0:00:01:57.297/600 0:00:01:57.277/600 451.09 320.35 149.86 127.66 -1000.00 -1000.00 40.00 37.00 
3521 3521 29.96 0:00:01:57.317/600 0:00:01:57.297/600 454.35 320.60 148.92 127.74 -1000.00 -1000.00 39.00 41.00 
3522 3522 29.96 0:00:01:57.337/600 0:00:01:57.317/600 431.81 315.21 155.33 126.26 -1000.00 -1000.00 34.00 24.00 
3523 3523 29.96 0:00:01:57.357/600 0:00:01:57.337/600 391.51 312.94 166.88 125.47 -1000.00 -1000.00 36.00 44.00 
3524 3524 29.96 0:00:01:57.377/600 0:00:01:57.357/600 351.83 312.66 178.16 125.19 -1000.00 -1000.00 34.00 44.00 
3525 3525 29.96 0:00:01:57.397/600 0:00:01:57.377/600 311.74 312.92 189.43 125.04 -1000.00 -1000.00 34.00 44.00 
3526 3526 29.96 0:00:01:57.417/600 0:00:01:57.397/600 295.44 316.53 194.09 125.84 -1000.00 -1000.00 34.00 43.00 
3527 3527 29.96 0:00:01:57.437/600 0:00:01:57.417/600 296.93 315.23 193.63 125.53 -1000.00 -1000.00 37.00 43.00 
3528 3528 29.96 0:00:01:57.457/600 0:00:01:57.437/600 297.67 309.11 193.23 124.03 -1000.00 -1000.00 42.00 43.00 
3529 3529 29.96 0:00:01:57.477/600 0:00:01:57.457/600 297.75 301.13 192.94 122.08 -1000.00 -1000.00 39.00 42.00 
3530 3530 29.96 0:00:01:57.497/600 0:00:01:57.477/600 297.76 294.48 192.72 120.46 -1000.00 -1000.00 40.00 42.00 
3531 3531 29.96 0:00:01:57.517/600 0:00:01:57.497/600 296.64 282.53 192.64 117.54 -1000.00 -1000.00 39.00 38.00 
3532 3532 29.96 0:00:01:57.537/600 0:00:01:57.517/600 285.09 258.83 195.04 111.77 -1000.00 -1000.00 35.00 33.00 
3533 3533 29.96 0:00:01:57.557/600 0:00:01:57.537/600 262.40 229.82 200.27 104.76 -1000.00 -1000.00 37.00 25.00 
3534 3534 29.96 0:00:01:57.577/600 0:00:01:57.557/600 233.78 198.24 206.93 97.26 -1000.00 -1000.00 36.00 25.00 
3535 3535 29.96 0:00:01:57.597/600 0:00:01:57.577/600 205.67 171.73 213.51 91.07 -1000.00 -1000.00 38.00 34.00 
3536 3536 29.96 0:00:01:58.17/600 0:00:01:57.597/600 188.52 160.28 217.64 88.43 -1000.00 -1000.00 38.00 33.00 
3537 3537 29.96 0:00:01:58.37/600 0:00:01:58.17/600 183.31 156.09 218.87 87.47 -1000.00 -1000.00 38.00 34.00 
3538 3538 29.96 0:00:01:58.57/600 0:00:01:58.37/600 183.77 154.16 218.68 87.03 -1000.00 -1000.00 37.00 33.00 
3539 3539 29.96 0:00:01:58.77/600 0:00:01:58.57/600 184.41 154.56 218.52 87.12 -1000.00 -1000.00 37.00 33.00 
3540 3540 29.96 0:00:01:58.97/600 0:00:01:58.77/600 184.27 152.92 218.50 86.74 -1000.00 -1000.00 37.00 31.00 
3541 3541 29.96 0:00:01:58.118/600 0:00:01:58.97/600 179.64 138.84 219.21 83.52 -1000.00 -1000.00 35.00 25.00 
3542 3542 29.96 0:00:01:58.138/600 0:00:01:58.118/600 174.59 120.32 219.88 79.31 -1000.00 -1000.00 35.00 25.00 
3543 3543 29.96 0:00:01:58.158/600 0:00:01:58.138/600 169.72 101.76 220.49 75.12 -1000.00 -1000.00 36.00 27.00 
3544 3544 29.96 0:00:01:58.178/600 0:00:01:58.158/600 165.57 84.55 220.95 71.25 -1000.00 -1000.00 36.00 26.00 
3545 3545 29.96 0:00:01:58.198/600 0:00:01:58.178/600 165.99 79.76 220.68 70.18 -1000.00 -1000.00 36.00 27.00 
3546 3546 29.96 0:00:01:58.218/600 0:00:01:58.198/600 166.87 79.51 220.44 70.12 -1000.00 -1000.00 37.00 26.00 
3547 3547 29.96 0:00:01:58.238/600 0:00:01:58.218/600 167.39 79.22 220.29 70.05 -1000.00 -1000.00 36.00 26.00 
3548 3548 29.96 0:00:01:58.258/600 0:00:01:58.238/600 167.67 79.13 220.22 70.03 -1000.00 -1000.00 37.00 26.00 
3549 3549 29.96 0:00:01:58.278/600 0:00:01:58.258/600 167.99 79.11 220.13 70.02 -1000.00 -1000.00 37.00 27.00 
3550 3550 29.96 0:00:01:58.298/600 0:00:01:58.278/600 168.24 79.24 220.07 70.05 -1000.00 -1000.00 37.00 27.00 
3551 3551 29.96 0:00:01:58.318/600 0:00:01:58.298/600 168.49 79.55 220.02 70.12 -1000.00 -1000.00 38.00 27.00 
3552 3552 29.96 0:00:01:58.338/600 0:00:01:58.318/600 167.75 76.43 220.10 69.42 -1000.00 -1000.00 37.00 25.00 
3553 3553 29.96 0:00:01:58.358/600 0:00:01:58.338/600 166.95 73.06 220.19 68.67 -1000.00 -1000.00 37.00 25.00 
3554 3554 29.96 0:00:01:58.378/600 0:00:01:58.358/600 166.06 69.54 220.30 67.89 -1000.00 -1000.00 36.00 26.00 
3555 3555 29.96 0:00:01:58.398/600 0:00:01:58.378/600 165.11 65.81 220.41 67.06 -1000.00 -1000.00 37.00 26.00 
3556 3556 29.96 0:00:01:58.418/600 0:00:01:58.398/600 165.23 65.32 220.36 66.95 -1000.00 -1000.00 37.00 26.00 
3557 3557 29.96 0:00:01:58.438/600 0:00:01:58.418/600 165.20 64.99 220.36 66.87 -1000.00 -1000.00 37.00 26.00 
3558 3558 29.96 0:00:01:58.458/600 0:00:01:58.438/600 165.29 64.57 220.32 66.78 -1000.00 -1000.00 37.00 26.00 
3559 3559 29.96 0:00:01:58.478/600 0:00:01:58.458/600 165.38 64.04 220.28 66.66 -1000.00 -1000.00 37.00 25.00 
3560 3560 29.96 0:00:01:58.498/600 0:00:01:58.478/600 166.50 76.71 220.44 69.49 -1000.00 -1000.00 36.00 28.00 
3561 3561 29.96 0:00:01:58.518/600 0:00:01:58.498/600 172.28 117.12 220.37 78.59 -1000.00 -1000.00 40.00 37.00 
3562 3562 29.96 0:00:01:58.538/600 0:00:01:58.518/600 182.09 174.46 219.84 91.71 -1000.00 -1000.00 41.00 45.00 
3563 3563 29.96 0:00:01:58.558/600 0:00:01:58.538/600 192.42 230.16 219.11 104.71 -1000.00 -1000.00 41.00 44.00 
3564 3564 29.96 0:00:01:58.578/600 0:00:01:58.558/600 201.84 272.52 218.12 114.77 -1000.00 -1000.00 41.00 43.00 
3565 3565 29.96 0:00:01:58.598/600 0:00:01:58.578/600 207.46 288.24 217.18 118.56 -1000.00 -1000.00 41.00 44.00 
3566 3566 29.96 0:00:01:59.18/600 0:00:01:58.598/600 209.37 287.42 216.64 118.37 -1000.00 -1000.00 39.00 44.00 
3567 3567 29.96 0:00:01:59.38/600 0:00:01:59.18/600 210.74 287.08 216.26 118.29 -1000.00 -1000.00 42.00 44.00 
3568 3568 29.96 0:00:01:59.58/600 0:00:01:59.38/600 211.98 286.53 215.90 118.17 -1000.00 -1000.00 41.00 44.00 
3569 3569 29.96 0:00:01:59.78/600 0:00:01:59.58/600 213.69 291.98 215.64 119.48 -1000.00 -1000.00 41.00 43.00 
3570 3570 29.96 0:00:01:59.98/600 0:00:01:59.78/600 219.75 308.27 214.58 123.44 -1000.00 -1000.00 40.00 47.00 
3571 3571 29.96 0:00:01:59.118/600 0:00:01:59.98/600 225.63 324.05 213.55 127.30 -1000.00 -1000.00 37.00 46.00 
3572 3572 29.96 0:00:01:59.138/600 0:00:01:59.118/600 231.73 339.56 212.45 131.12 -1000.00 -1000.00 37.00 46.00 
3573 3573 29.96 0:00:01:59.158/600 0:00:01:59.138/600 237.45 349.12 211.22 133.50 -1000.00 -1000.00 40.00 46.00 
3574 3574 29.96 0:00:01:59.178/600 0:00:01:59.158/600 238.36 347.94 210.93 133.22 -1000.00 -1000.00 39.00 46.00 
3575 3575 29.96 0:00:01:59.198/600 0:00:01:59.178/600 239.38 347.32 210.63 133.07 -1000.00 -1000.00 39.00 46.00 
3576 3576 29.96 0:00:01:59.218/600 0:00:01:59.198/600 242.97 346.79 209.63 132.97 -1000.00 -1000.00 36.00 47.00 
3577 3577 29.96 0:00:01:59.239/600 0:00:01:59.218/600 259.62 343.80 204.94 132.34 -1000.00 -1000.00 32.00 47.00 
3578 3578 29.96 0:00:01:59.259/600 0:00:01:59.239/600 277.96 340.96 199.77 131.75 -1000.00 -1000.00 39.00 47.00 
3579 3579 29.96 0:00:01:59.279/600 0:00:01:59.259/600 296.16 338.05 194.61 131.15 -1000.00 -1000.00 37.00 47.00 
3580 3580 29.96 0:00:01:59.299/600 0:00:01:59.279/600 311.69 335.58 190.19 130.63 -1000.00 -1000.00 39.00 47.00 
3581 3581 29.96 0:00:01:59.319/600 0:00:01:59.299/600 313.70 335.63 189.63 130.66 -1000.00 -1000.00 37.00 47.00 
3582 3582 29.96 0:00:01:59.339/600 0:00:01:59.319/600 314.08 335.79 189.53 130.70 -1000.00 -1000.00 37.00 47.00 
3583 3583 29.96 0:00:01:59.359/600 0:00:01:59.339/600 316.32 337.61 188.96 131.17 -1000.00 -1000.00 34.00 46.00 
3584 3584 29.96 0:00:01:59.379/600 0:00:01:59.359/600 318.18 339.45 188.50 131.63 -1000.00 -1000.00 36.00 46.00 
3585 3585 29.96 0:00:01:59.399/600 0:00:01:59.379/600 319.98 341.25 188.05 132.09 -1000.00 -1000.00 33.00 46.00 
3586 3586 29.96 0:00:01:59.419/600 0:00:01:59.399/600 321.67 342.69 187.62 132.46 -1000.00 -1000.00 35.00 46.00 
3587 3587 29.96 0:00:01:59.439/600 0:00:01:59.419/600 320.99 342.55 187.81 132.42 -1000.00 -1000.00 30.00 46.00 
3588 3588 29.96 0:00:01:59.459/600 0:00:01:59.439/600 320.66 342.01 187.88 132.28 -1000.00 -1000.00 34.00 45.00 
3589 3589 29.96 0:00:01:59.479/600 0:00:01:59.459/600 317.90 327.72 188.19 128.72 -1000.00 -1000.00 42.00 39.00 
3590 3590 29.96 0:00:01:59.499/600 0:00:01:59.479/600 315.20 310.01 188.37 124.34 -1000.00 -1000.00 43.00 43.00 
3591 3591 29.96 0:00:01:59.519/600 0:00:01:59.499/600 312.99 292.16 188.41 119.96 -1000.00 -1000.00 43.00 41.00 
3592 3592 29.96 0:00:01:59.539/600 0:00:01:59.519/600 310.63 274.71 188.50 115.70 -1000.00 -1000.00 42.00 42.00 
3593 3593 29.96 0:00:01:59.559/600 0:00:01:59.539/600 310.93 271.49 188.32 114.91 -1000.00 -1000.00 43.00 42.00 
3594 3594 29.96 0:00:01:59.579/600 0:00:01:59.559/600 311.12 271.40 188.26 114.89 -1000.00 -1000.00 42.00 40.00 
3595 3595 29.96 0:00:01:59.599/600 0:00:01:59.579/600 311.32 271.37 188.20 114.89 -1000.00 -1000.00 42.00 42.00 
3596 3596 29.96 0:00:02:00.19/600 0:00:01:59.599/600 311.29 270.92 188.20 114.78 -1000.00 -1000.00 42.00 41.00 
3597 3597 29.96 0:00:02:00.39/600 0:00:02:00.19/600 311.14 270.18 188.21 114.60 -1000.00 -1000.00 42.00 42.00 
3598 3598 29.96 0:00:02:00.59/600 0:00:02:00.39/600 310.76 269.38 188.30 114.40 -1000.00 -1000.00 42.00 40.00 
3599 3599 29.96 0:00:02:00.79/600 0:00:02:00.59/600 310.76 269.38 188.29 114.40 -1000.00 -1000.00 42.00 40.00 
3600 3600 29.96 0:00:02:00.99/600 0:00:02:00.79/600 311.75 279.98 188.36 116.98 -1000.00 -1000.00 42.00 44.00 
3601 3601 29.96 0:00:02:00.119/600 0:00:02:00.99/600 312.91 291.05 188.40 119.69 -1000.00 -1000.00 41.00 43.00 
3602 3602 29.96 0:00:02:00.139/600 0:00:02:00.119/600 314.91 302.37 188.21 122.47 -1000.00 -1000.00 42.00 43.00 
3603 3603 29.96 0:00:02:00.159/600 0:00:02:00.139/600 316.53 312.63 188.09 124.99 -1000.00 -1000.00 42.00 42.00 
3604 3604 29.96 0:00:02:00.179/600 0:00:02:00.159/600 317.58 312.68 187.79 125.01 -1000.00 -1000.00 42.00 43.00 
3605 3605 29.96 0:00:02:00.199/600 0:00:02:00.179/600 317.64 312.46 187.77 124.96 -1000.00 -1000.00 40.00 42.00 
3606 3606 29.96 0:00:02:00.219/600 0:00:02:00.199/600 300.39 323.01 192.93 127.46 -1000.00 -1000.00 33.00 42.00 
3607 3607 29.96 0:00:02:00.239/600 0:00:02:00.219/600 266.04 342.25 203.11 132.00 -1000.00 -1000.00 34.00 40.00 
3608 3608 29.96 0:00:02:00.259/600 0:00:02:00.239/600 227.80 361.82 214.32 136.56 -1000.00 -1000.00 38.00 40.00 
3609 3609 29.96 0:00:02:00.279/600 0:00:02:00.259/600 190.34 381.37 225.26 141.11 -1000.00 -1000.00 37.00 41.00 
3610 3610 29.96 0:00:02:00.299/600 0:00:02:00.279/600 170.13 389.79 231.05 143.02 -1000.00 -1000.00 38.00 41.00 
3611 3611 29.96 0:00:02:00.319/600 0:00:02:00.299/600 167.31 389.70 231.81 142.97 -1000.00 -1000.00 38.00 42.00 
3612 3612 29.96 0:00:02:00.339/600 0:00:02:00.319/600 168.09 388.96 231.57 142.80 -1000.00 -1000.00 38.00 42.00 
3613 3613 29.96 0:00:02:00.359/600 0:00:02:00.339/600 168.87 388.27 231.33 142.63 -1000.00 -1000.00 38.00 41.00 
3614 3614 29.96 0:00:02:00.380/600 0:00:02:00.359/600 169.50 387.83 231.14 142.53 -1000.00 -1000.00 38.00 43.00 
3615 3615 29.96 0:00:02:00.400/600 0:00:02:00.380/600 170.17 387.27 230.94 142.40 -1000.00 -1000.00 38.00 42.00 
3616 3616 29.96 0:00:02:00.420/600 0:00:02:00.400/600 170.75 386.97 230.77 142.33 -1000.00 -1000.00 38.00 42.00 
3617 3617 29.96 0:00:02:00.440/600 0:00:02:00.420/600 171.14 386.89 230.66 142.31 -1000.00 -1000.00 38.00 43.00 
3618 3618 29.96 0:00:02:00.460/600 0:00:02:00.440/600 171.50 386.95 230.57 142.33 -1000.00 -1000.00 38.00 43.00 
3619 3619 29.96 0:00:02:00.480/600 0:00:02:00.460/600 171.78 387.08 230.50 142.36 -1000.00 -1000.00 38.00 43.00 
3620 3620 29.96 0:00:02:00.500/600 0:00:02:00.480/600 171.97 387.36 230.46 142.44 -1000.00 -1000.00 37.00 42.00 
3621 3621 29.96 0:00:02:00.520/600 0:00:02:00.500/600 172.05 387.37 230.44 142.44 -1000.00 -1000.00 37.00 42.00 
3622 3622 29.96 0:00:02:00.540/600 0:00:02:00.520/600 172.19 387.49 230.40 142.47 -1000.00 -1000.00 37.00 42.00 
3623 3623 29.96 0:00:02:00.560/600 0:00:02:00.540/600 172.14 387.44 230.41 142.46 -1000.00 -1000.00 36.00 41.00 
3624 3624 29.96 0:00:02:00.580/600 0:00:02:00.560/600 172.13 387.41 230.42 142.45 -1000.00 -1000.00 36.00 41.00 
3625 3625 29.96 0:00:02:01.00/600 0:00:02:00.580/600 172.29 387.44 230.37 142.46 -1000.00 -1000.00 37.00 42.00 
3626 3626 29.96 0:00:02:01.20/600 0:00:02:01.00/600 172.90 384.97 230.11 141.86 -1000.00 -1000.00 37.00 41.00 
3627 3627 29.96 0:00:02:01.40/600 0:00:02:01.20/600 174.58 376.32 229.33 139.74 -1000.00 -1000.00 37.00 41.00 
3628 3628 29.96 0:00:02:01.60/600 0:00:02:01.40/600 176.56 367.41 228.45 137.58 -1000.00 -1000.00 37.00 41.00 
3629 3629 29.96 0:00:02:01.80/600 0:00:02:01.60/600 178.59 358.54 227.57 135.42 -1000.00 -1000.00 36.00 41.00 
3630 3630 29.96 0:00:02:01.100/600 0:00:02:01.80/600 180.33 352.23 226.86 133.89 -1000.00 -1000.00 38.00 42.00 
3631 3631 29.96 0:00:02:01.120/600 0:00:02:01.100/600 180.96 352.03 226.68 133.85 -1000.00 -1000.00 36.00 41.00 
3632 3632 29.96 0:00:02:01.140/600 0:00:02:01.120/600 181.55 352.12 226.53 133.87 -1000.00 -1000.00 36.00 43.00 
3633 3633 29.96 0:00:02:01.160/600 0:00:02:01.140/600 182.03 352.05 226.40 133.86 -1000.00 -1000.00 37.00 41.00 
3634 3634 29.96 0:00:02:01.180/600 0:00:02:01.160/600 182.29 351.91 226.32 133.83 -1000.00 -1000.00 37.00 42.00 
3635 3635 29.96 0:00:02:01.200/600 0:00:02:01.180/600 194.41 347.40 222.88 132.80 -1000.00 -1000.00 31.00 39.00 
3636 3636 29.96 0:00:02:01.220/600 0:00:02:01.200/600 225.91 337.36 213.96 130.55 -1000.00 -1000.00 35.00 40.00 
3637 3637 29.96 0:00:02:01.240/600 0:00:02:01.220/600 259.98 327.27 204.27 128.28 -1000.00 -1000.00 40.00 40.00 
3638 3638 29.96 0:00:02:01.260/600 0:00:02:01.240/600 293.68 317.19 194.61 126.00 -1000.00 -1000.00 40.00 41.00 
3639 3639 29.96 0:00:02:01.280/600 0:00:02:01.260/600 315.72 311.33 188.27 124.67 -1000.00 -1000.00 40.00 41.00 
3640 3640 29.96 0:00:02:01.300/600 0:00:02:01.280/600 318.62 310.88 187.45 124.57 -1000.00 -1000.00 40.00 41.00 
3641 3641 29.96 0:00:02:01.320/600 0:00:02:01.300/600 319.06 310.54 187.31 124.50 -1000.00 -1000.00 40.00 41.00 
3642 3642 29.96 0:00:02:01.340/600 0:00:02:01.320/600 319.39 310.16 187.21 124.40 -1000.00 -1000.00 40.00 41.00 
3643 3643 29.96 0:00:02:01.360/600 0:00:02:01.340/600 319.51 310.06 187.17 124.38 -1000.00 -1000.00 40.00 41.00 
3644 3644 29.96 0:00:02:01.380/600 0:00:02:01.360/600 319.04 306.80 187.19 123.57 -1000.00 -1000.00 38.00 37.00 
3645 3645 29.96 0:00:02:01.400/600 0:00:02:01.380/600 317.28 295.75 187.33 120.86 -1000.00 -1000.00 40.00 39.00 
3646 3646 29.96 0:00:02:01.420/600 0:00:02:01.400/600 316.46 285.02 187.21 118.23 -1000.00 -1000.00 40.00 39.00 
3647 3647 29.96 0:00:02:01.440/600 0:00:02:01.420/600 315.63 274.08 187.09 115.56 -1000.00 -1000.00 40.00 39.00 
3648 3648 29.96 0:00:02:01.460/600 0:00:02:01.440/600 315.40 266.28 186.91 113.67 -1000.00 -1000.00 40.00 40.00 
3649 3649 29.96 0:00:02:01.480/600 0:00:02:01.460/600 315.79 265.76 186.78 113.54 -1000.00 -1000.00 40.00 37.00 
3650 3650 29.96 0:00:02:01.501/600 0:00:02:01.480/600 315.52 265.42 186.85 113.46 -1000.00 -1000.00 40.00 37.00 
3651 3651 29.96 0:00:02:01.521/600 0:00:02:01.501/600 315.46 265.38 186.86 113.45 -1000.00 -1000.00 40.00 39.00 
3652 3652 29.96 0:00:02:01.541/600 0:00:02:01.521/600 315.66 265.54 186.81 113.49 -1000.00 -1000.00 40.00 40.00 
3653 3653 29.96 0:00:02:01.561/600 0:00:02:01.541/600 316.18 266.52 186.70 113.73 -1000.00 -1000.00 40.00 39.00 
3654 3654 29.96 0:00:02:01.581/600 0:00:02:01.561/600 307.90 271.09 189.14 114.81 -1000.00 -1000.00 35.00 40.00 
3655 3655 29.96 0:00:02:02.01/600 0:00:02:01.581/600 283.74 288.06 196.38 118.83 -1000.00 -1000.00 32.00 40.00 
3656 3656 29.96 0:00:02:02.21/600 0:00:02:02.01/600 251.54 310.60 206.00 124.17 -1000.00 -1000.00 37.00 42.00 
3657 3657 29.96 0:00:02:02.41/600 0:00:02:02.21/600 219.63 332.81 215.50 129.40 -1000.00 -1000.00 38.00 43.00 
3658 3658 29.96 0:00:02:02.61/600 0:00:02:02.41/600 196.36 350.75 222.48 133.64 -1000.00 -1000.00 37.00 42.00 
3659 3659 29.96 0:00:02:02.81/600 0:00:02:02.61/600 189.12 355.93 224.63 134.85 -1000.00 -1000.00 38.00 43.00 
3660 3660 29.96 0:00:02:02.101/600 0:00:02:02.81/600 189.62 355.25 224.47 134.69 -1000.00 -1000.00 38.00 43.00 
3661 3661 29.96 0:00:02:02.121/600 0:00:02:02.101/600 189.83 354.37 224.38 134.48 -1000.00 -1000.00 38.00 42.00 
3662 3662 29.96 0:00:02:02.141/600 0:00:02:02.121/600 190.29 353.73 224.23 134.33 -1000.00 -1000.00 39.00 43.00 
3663 3663 29.96 0:00:02:02.161/600 0:00:02:02.141/600 190.73 353.11 224.09 134.18 -1000.00 -1000.00 37.00 43.00 
3664 3664 29.96 0:00:02:02.181/600 0:00:02:02.161/600 203.60 345.89 220.33 132.50 -1000.00 -1000.00 33.00 39.00 
3665 3665 29.96 0:00:02:02.201/600 0:00:02:02.181/600 231.95 334.00 212.19 129.77 -1000.00 -1000.00 40.00 41.00 
3666 3666 29.96 0:00:02:02.221/600 0:00:02:02.201/600 260.51 322.31 203.95 127.07 -1000.00 -1000.00 40.00 41.00 
3667 3667 29.96 0:00:02:02.241/600 0:00:02:02.221/600 289.36 310.94 195.59 124.44 -1000.00 -1000.00 41.00 42.00 
3668 3668 29.96 0:00:02:02.261/600 0:00:02:02.241/600 305.24 306.05 191.02 123.32 -1000.00 -1000.00 37.00 41.00 
3669 3669 29.96 0:00:02:02.281/600 0:00:02:02.261/600 306.25 306.18 190.74 123.36 -1000.00 -1000.00 40.00 41.00 
3670 3670 29.96 0:00:02:02.301/600 0:00:02:02.281/600 307.07 306.38 190.52 123.41 -1000.00 -1000.00 40.00 42.00 
3671 3671 29.96 0:00:02:02.321/600 0:00:02:02.301/600 307.69 304.06 190.28 122.84 -1000.00 -1000.00 39.00 39.00 
3672 3672 29.96 0:00:02:02.341/600 0:00:02:02.321/600 308.28 292.46 189.73 120.01 -1000.00 -1000.00 39.00 39.00 
3673 3673 29.96 0:00:02:02.361/600 0:00:02:02.341/600 309.04 280.78 189.14 117.17 -1000.00 -1000.00 41.00 39.00 
3674 3674 29.96 0:00:02:02.381/600 0:00:02:02.361/600 309.14 268.21 188.71 114.11 -1000.00 -1000.00 39.00 39.00 
3675 3675 29.96 0:00:02:02.401/600 0:00:02:02.381/600 309.50 258.70 188.30 111.81 -1000.00 -1000.00 40.00 39.00 
3676 3676 29.96 0:00:02:02.421/600 0:00:02:02.401/600 310.11 258.19 188.12 111.69 -1000.00 -1000.00 39.00 37.00 
3677 3677 29.96 0:00:02:02.441/600 0:00:02:02.421/600 314.02 259.87 187.09 112.11 -1000.00 -1000.00 37.00 38.00 
3678 3678 29.96 0:00:02:02.461/600 0:00:02:02.441/600 339.54 268.44 180.24 114.28 -1000.00 -1000.00 34.00 25.00 
3679 3679 29.96 0:00:02:02.481/600 0:00:02:02.461/600 372.90 279.15 171.18 117.02 -1000.00 -1000.00 38.00 39.00 
3680 3680 29.96 0:00:02:02.501/600 0:00:02:02.481/600 406.58 289.66 161.89 119.76 -1000.00 -1000.00 36.00 37.00 
3681 3681 29.96 0:00:02:02.521/600 0:00:02:02.501/600 435.60 298.52 153.77 122.10 -1000.00 -1000.00 38.00 35.00 
3682 3682 29.96 0:00:02:02.541/600 0:00:02:02.521/600 444.26 300.63 151.32 122.67 -1000.00 -1000.00 37.00 30.00 
3683 3683 29.96 0:00:02:02.561/600 0:00:02:02.541/600 444.41 300.12 151.26 122.54 -1000.00 -1000.00 37.00 28.00 
3684 3684 29.96 0:00:02:02.581/600 0:00:02:02.561/600 443.73 300.51 151.47 122.63 -1000.00 -1000.00 38.00 36.00 
3685 3685 29.96 0:00:02:03.01/600 0:00:02:02.581/600 447.17 302.15 150.51 123.06 -1000.00 -1000.00 37.00 39.00 
3686 3686 29.96 0:00:02:03.21/600 0:00:02:03.01/600 450.52 304.28 149.59 123.61 -1000.00 -1000.00 37.00 39.00 
3687 3687 29.96 0:00:02:03.42/600 0:00:02:03.21/600 453.69 306.04 148.71 124.07 -1000.00 -1000.00 37.00 39.00 
3688 3688 29.96 0:00:02:03.62/600 0:00:02:03.42/600 457.18 307.34 147.73 124.42 -1000.00 -1000.00 37.00 39.00 
3689 3689 29.96 0:00:02:03.82/600 0:00:02:03.62/600 457.00 306.74 147.77 124.26 -1000.00 -1000.00 37.00 39.00 
3690 3690 29.96 0:00:02:03.102/600 0:00:02:03.82/600 456.68 306.11 147.85 124.11 -1000.00 -1000.00 36.00 39.00 
3691 3691 29.96 0:00:02:03.122/600 0:00:02:03.102/600 456.45 305.89 147.91 124.05 -1000.00 -1000.00 37.00 39.00 
3692 3692 29.96 0:00:02:03.142/600 0:00:02:03.122/600 454.80 304.87 148.36 123.78 -1000.00 -1000.00 36.00 38.00 
3693 3693 29.96 0:00:02:03.162/600 0:00:02:03.142/600 447.26 303.73 150.53 123.46 -1000.00 -1000.00 37.00 24.00 
3694 3694 29.96 0:00:02:03.182/600 0:00:02:03.162/600 439.89 302.83 152.64 123.20 -1000.00 -1000.00 37.00 24.00 
3695 3695 29.96 0:00:02:03.202/600 0:00:02:03.182/600 432.82 301.51 154.66 122.83 -1000.00 -1000.00 37.00 24.00 
3696 3696 29.96 0:00:02:03.222/600 0:00:02:03.202/600 427.27 301.37 156.26 122.77 -1000.00 -1000.00 38.00 24.00 
3697 3697 29.96 0:00:02:03.242/600 0:00:02:03.222/600 427.72 301.26 156.13 122.74 -1000.00 -1000.00 38.00 25.00 
3698 3698 29.96 0:00:02:03.262/600 0:00:02:03.242/600 427.98 301.25 156.05 122.74 -1000.00 -1000.00 38.00 24.00 
3699 3699 29.96 0:00:02:03.282/600 0:00:02:03.262/600 428.12 301.40 156.02 122.78 -1000.00 -1000.00 38.00 24.00 
3700 3700 29.96 0:00:02:03.302/600 0:00:02:03.282/600 428.20 301.38 155.99 122.77 -1000.00 -1000.00 38.00 24.00 
3701 3701 29.96 0:00:02:03.322/600 0:00:02:03.302/600 421.90 301.40 157.81 122.75 -1000.00 -1000.00 33.00 23.00 
3702 3702 29.96 0:00:02:03.342/600 0:00:02:03.322/600 394.30 308.98 165.97 124.50 -1000.00 -1000.00 32.00 41.00 
3703 3703 29.96 0:00:02:03.362/600 0:00:02:03.342/600 363.22 317.62 175.09 126.48 -1000.00 -1000.00 29.00 41.00 
3704 3704 29.96 0:00:02:03.382/600 0:00:02:03.362/600 331.95 325.94 184.19 128.37 -1000.00 -1000.00 29.00 40.00 
3705 3705 29.96 0:00:02:03.402/600 0:00:02:03.382/600 307.07 334.21 191.44 130.27 -1000.00 -1000.00 29.00 40.00 
3706 3706 29.96 0:00:02:03.422/600 0:00:02:03.402/600 304.37 334.63 192.21 130.35 -1000.00 -1000.00 30.00 40.00 
3707 3707 29.96 0:00:02:03.442/600 0:00:02:03.422/600 305.05 334.04 192.00 130.21 -1000.00 -1000.00 31.00 41.00 
3708 3708 29.96 0:00:02:03.462/600 0:00:02:03.442/600 305.63 333.70 191.82 130.13 -1000.00 -1000.00 30.00 41.00 
3709 3709 29.96 0:00:02:03.482/600 0:00:02:03.462/600 306.25 333.61 191.65 130.11 -1000.00 -1000.00 32.00 41.00 
3710 3710 29.96 0:00:02:03.502/600 0:00:02:03.482/600 305.95 333.52 191.73 130.09 -1000.00 -1000.00 28.00 40.00 
3711 3711 29.96 0:00:02:03.522/600 0:00:02:03.502/600 307.25 333.76 191.37 130.16 -1000.00 -1000.00 29.00 41.00 
3712 3712 29.96 0:00:02:03.542/600 0:00:02:03.522/600 309.58 334.34 190.74 130.31 -1000.00 -1000.00 31.00 41.00 
