record started at: 10-08-19 04:43:02

file format version: 4
captureMode: Offline
eye resolution: 320x240 
scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
1692 1692 29.96 0:00:00:56.287/600 0:00:00:56.267/600 273.56 223.22 197.02 103.22 -1000.00 -1000.00 49.00 47.00 
1693 1693 29.96 0:00:00:56.307/600 0:00:00:56.287/600 282.83 222.14 194.45 102.98 -1000.00 -1000.00 49.00 47.00 
1694 1694 29.96 0:00:00:56.327/600 0:00:00:56.307/600 291.62 221.51 192.02 102.84 -1000.00 -1000.00 48.00 47.00 
1695 1695 29.96 0:00:00:56.347/600 0:00:00:56.327/600 299.38 222.59 189.93 103.11 -1000.00 -1000.00 48.00 46.00 
1696 1696 29.96 0:00:00:56.367/600 0:00:00:56.347/600 306.16 227.19 188.21 104.22 -1000.00 -1000.00 49.00 47.00 
1697 1697 29.96 0:00:00:56.387/600 0:00:00:56.367/600 310.84 231.07 187.05 105.16 -1000.00 -1000.00 48.00 46.00 
1698 1698 29.96 0:00:00:56.407/600 0:00:00:56.387/600 314.51 234.98 186.16 106.11 -1000.00 -1000.00 48.00 43.00 
1699 1699 29.96 0:00:00:56.427/600 0:00:00:56.407/600 317.13 237.46 185.51 106.71 -1000.00 -1000.00 48.00 46.00 
1700 1700 29.96 0:00:00:56.447/600 0:00:00:56.427/600 319.34 237.19 184.89 106.65 -1000.00 -1000.00 48.00 38.00 
1701 1701 29.96 0:00:00:56.467/600 0:00:00:56.447/600 321.24 236.89 184.35 106.58 -1000.00 -1000.00 48.00 37.00 
1702 1702 29.96 0:00:00:56.487/600 0:00:00:56.467/600 323.28 236.88 183.79 106.59 -1000.00 -1000.00 48.00 36.00 
1703 1703 29.96 0:00:00:56.507/600 0:00:00:56.487/600 325.08 236.67 183.28 106.54 -1000.00 -1000.00 47.00 38.00 
1704 1704 29.96 0:00:00:56.527/600 0:00:00:56.507/600 326.62 236.70 182.86 106.55 -1000.00 -1000.00 48.00 39.00 
1705 1705 29.96 0:00:00:56.547/600 0:00:00:56.527/600 328.25 236.53 182.40 106.51 -1000.00 -1000.00 48.00 42.00 
1706 1706 29.96 0:00:00:56.567/600 0:00:00:56.547/600 328.97 235.73 182.17 106.32 -1000.00 -1000.00 48.00 34.00 
1707 1707 29.96 0:00:00:56.587/600 0:00:00:56.567/600 330.18 235.28 181.82 106.22 -1000.00 -1000.00 49.00 40.00 
1708 1708 29.96 0:00:00:57.07/600 0:00:00:56.587/600 331.50 234.12 181.42 105.94 -1000.00 -1000.00 49.00 38.00 
1709 1709 29.96 0:00:00:57.27/600 0:00:00:57.07/600 333.02 232.71 180.95 105.60 -1000.00 -1000.00 48.00 37.00 
1710 1710 29.96 0:00:00:57.47/600 0:00:00:57.27/600 335.66 231.52 180.18 105.32 -1000.00 -1000.00 48.00 39.00 
1711 1711 29.96 0:00:00:57.67/600 0:00:00:57.47/600 344.64 228.69 177.59 104.66 -1000.00 -1000.00 47.00 35.00 
1712 1712 29.96 0:00:00:57.87/600 0:00:00:57.67/600 354.97 226.00 174.63 104.03 -1000.00 -1000.00 47.00 35.00 
1713 1713 29.96 0:00:00:57.107/600 0:00:00:57.87/600 366.48 224.66 171.36 103.73 -1000.00 -1000.00 48.00 37.00 
1714 1714 29.96 0:00:00:57.127/600 0:00:00:57.107/600 378.11 223.30 168.06 103.42 -1000.00 -1000.00 48.00 36.00 
1715 1715 29.96 0:00:00:57.147/600 0:00:00:57.127/600 384.29 222.92 166.30 103.34 -1000.00 -1000.00 48.00 33.00 
1716 1716 29.96 0:00:00:57.168/600 0:00:00:57.147/600 390.98 223.72 164.44 103.55 -1000.00 -1000.00 47.00 36.00 
1717 1717 29.96 0:00:00:57.188/600 0:00:00:57.168/600 407.26 227.41 159.92 104.48 -1000.00 -1000.00 45.00 41.00 
1718 1718 29.96 0:00:00:57.208/600 0:00:00:57.188/600 423.85 232.13 155.32 105.66 -1000.00 -1000.00 46.00 42.00 
1719 1719 29.96 0:00:00:57.228/600 0:00:00:57.208/600 439.62 237.46 150.95 107.00 -1000.00 -1000.00 45.00 48.00 
1720 1720 29.96 0:00:00:57.248/600 0:00:00:57.228/600 453.61 241.76 147.03 108.09 -1000.00 -1000.00 45.00 40.00 
1721 1721 29.96 0:00:00:57.268/600 0:00:00:57.248/600 456.94 242.53 146.08 108.29 -1000.00 -1000.00 45.00 41.00 
1722 1722 29.96 0:00:00:57.288/600 0:00:00:57.268/600 459.08 242.55 145.47 108.30 -1000.00 -1000.00 44.00 43.00 
1723 1723 29.96 0:00:00:57.308/600 0:00:00:57.288/600 460.64 242.58 145.01 108.31 -1000.00 -1000.00 44.00 45.00 
1724 1724 29.96 0:00:00:57.328/600 0:00:00:57.308/600 461.72 242.89 144.71 108.39 -1000.00 -1000.00 45.00 41.00 
1725 1725 29.96 0:00:00:57.348/600 0:00:00:57.328/600 462.44 242.99 144.50 108.42 -1000.00 -1000.00 45.00 40.00 
1726 1726 29.96 0:00:00:57.368/600 0:00:00:57.348/600 462.72 243.48 144.43 108.54 -1000.00 -1000.00 45.00 44.00 
1727 1727 29.96 0:00:00:57.388/600 0:00:00:57.368/600 462.96 243.85 144.37 108.63 -1000.00 -1000.00 45.00 46.00 
1728 1728 29.96 0:00:00:57.408/600 0:00:00:57.388/600 463.31 244.01 144.28 108.67 -1000.00 -1000.00 45.00 40.00 
1729 1729 29.96 0:00:00:57.428/600 0:00:00:57.408/600 463.68 244.55 144.18 108.81 -1000.00 -1000.00 44.00 45.00 
1730 1730 29.96 0:00:00:57.448/600 0:00:00:57.428/600 464.38 244.26 143.97 108.74 -1000.00 -1000.00 44.00 40.00 
1731 1731 29.96 0:00:00:57.468/600 0:00:00:57.448/600 464.98 244.47 143.80 108.79 -1000.00 -1000.00 44.00 46.00 
1732 1732 29.96 0:00:00:57.488/600 0:00:00:57.468/600 465.58 244.85 143.64 108.88 -1000.00 -1000.00 43.00 45.00 
1733 1733 29.96 0:00:00:57.508/600 0:00:00:57.488/600 466.40 244.59 143.40 108.82 -1000.00 -1000.00 43.00 40.00 
1734 1734 29.96 0:00:00:57.528/600 0:00:00:57.508/600 466.93 245.48 143.26 109.05 -1000.00 -1000.00 43.00 43.00 
1735 1735 29.96 0:00:00:57.548/600 0:00:00:57.528/600 467.74 245.42 143.03 109.03 -1000.00 -1000.00 42.00 42.00 
1736 1736 29.96 0:00:00:57.568/600 0:00:00:57.548/600 468.18 245.96 142.91 109.17 -1000.00 -1000.00 42.00 45.00 
1737 1737 29.96 0:00:00:57.588/600 0:00:00:57.568/600 468.21 246.44 142.92 109.29 -1000.00 -1000.00 42.00 44.00 
1738 1738 29.96 0:00:00:58.08/600 0:00:00:57.588/600 468.10 246.06 142.94 109.19 -1000.00 -1000.00 42.00 40.00 
1739 1739 29.96 0:00:00:58.28/600 0:00:00:58.08/600 467.13 245.50 143.21 109.05 -1000.00 -1000.00 42.00 43.00 
1740 1740 29.96 0:00:00:58.48/600 0:00:00:58.28/600 463.44 235.70 144.02 106.63 -1000.00 -1000.00 41.00 33.00 
1741 1741 29.96 0:00:00:58.68/600 0:00:00:58.48/600 459.99 225.77 144.76 104.18 -1000.00 -1000.00 42.00 35.00 
1742 1742 29.96 0:00:00:58.88/600 0:00:00:58.68/600 457.03 216.51 145.38 101.91 -1000.00 -1000.00 41.00 39.00 
1743 1743 29.96 0:00:00:58.108/600 0:00:00:58.88/600 455.00 207.54 145.73 99.72 -1000.00 -1000.00 41.00 36.00 
1744 1744 29.96 0:00:00:58.128/600 0:00:00:58.108/600 458.94 212.70 144.73 100.98 -1000.00 -1000.00 40.00 41.00 
1745 1745 29.96 0:00:00:58.148/600 0:00:00:58.128/600 464.32 221.67 143.41 103.18 -1000.00 -1000.00 40.00 42.00 
1746 1746 29.96 0:00:00:58.168/600 0:00:00:58.148/600 469.77 230.87 142.06 105.45 -1000.00 -1000.00 41.00 43.00 
1747 1747 29.96 0:00:00:58.188/600 0:00:00:58.168/600 475.07 240.35 140.76 107.80 -1000.00 -1000.00 41.00 43.00 
1748 1748 29.96 0:00:00:58.208/600 0:00:00:58.188/600 477.79 244.82 140.09 108.91 -1000.00 -1000.00 41.00 43.00 
1749 1749 29.96 0:00:00:58.228/600 0:00:00:58.208/600 479.98 245.29 139.46 109.04 -1000.00 -1000.00 38.00 39.00 
1750 1750 29.96 0:00:00:58.248/600 0:00:00:58.228/600 481.99 245.57 138.88 109.11 -1000.00 -1000.00 39.00 41.00 
1751 1751 29.96 0:00:00:58.268/600 0:00:00:58.248/600 483.89 246.26 138.34 109.28 -1000.00 -1000.00 39.00 43.00 
1752 1752 29.96 0:00:00:58.289/600 0:00:00:58.268/600 486.04 250.88 137.83 110.44 -1000.00 -1000.00 40.00 44.00 
1753 1753 29.96 0:00:00:58.309/600 0:00:00:58.289/600 487.72 258.01 137.52 112.21 -1000.00 -1000.00 39.00 43.00 
1754 1754 29.96 0:00:00:58.329/600 0:00:00:58.309/600 488.99 265.30 137.33 114.03 -1000.00 -1000.00 40.00 45.00 
1755 1755 29.96 0:00:00:58.349/600 0:00:00:58.329/600 490.23 272.29 137.14 115.78 -1000.00 -1000.00 40.00 44.00 
1756 1756 29.96 0:00:00:58.369/600 0:00:00:58.349/600 490.66 275.20 137.09 116.51 -1000.00 -1000.00 41.00 45.00 
1757 1757 29.96 0:00:00:58.389/600 0:00:00:58.369/600 490.89 276.07 137.04 116.73 -1000.00 -1000.00 41.00 44.00 
1758 1758 29.96 0:00:00:58.409/600 0:00:00:58.389/600 491.33 276.09 136.91 116.74 -1000.00 -1000.00 41.00 45.00 
1759 1759 29.96 0:00:00:58.429/600 0:00:00:58.409/600 491.55 276.08 136.85 116.74 -1000.00 -1000.00 41.00 46.00 
1760 1760 29.96 0:00:00:58.449/600 0:00:00:58.429/600 491.90 276.16 136.75 116.76 -1000.00 -1000.00 41.00 46.00 
1761 1761 29.96 0:00:00:58.469/600 0:00:00:58.449/600 491.65 276.28 136.82 116.78 -1000.00 -1000.00 41.00 47.00 
1762 1762 29.96 0:00:00:58.489/600 0:00:00:58.469/600 491.34 275.92 136.90 116.69 -1000.00 -1000.00 41.00 45.00 
1763 1763 29.96 0:00:00:58.509/600 0:00:00:58.489/600 490.61 275.17 137.10 116.50 -1000.00 -1000.00 42.00 46.00 
1764 1764 29.96 0:00:00:58.529/600 0:00:00:58.509/600 489.09 273.94 137.52 116.19 -1000.00 -1000.00 42.00 46.00 
1765 1765 29.96 0:00:00:58.549/600 0:00:00:58.529/600 476.48 271.02 141.14 115.41 -1000.00 -1000.00 39.00 32.00 
1766 1766 29.96 0:00:00:58.569/600 0:00:00:58.549/600 456.43 269.14 146.93 114.87 -1000.00 -1000.00 46.00 30.00 
1767 1767 29.96 0:00:00:58.589/600 0:00:00:58.569/600 435.06 267.65 153.08 114.42 -1000.00 -1000.00 47.00 31.00 
1768 1768 29.96 0:00:00:59.09/600 0:00:00:58.589/600 412.35 265.94 159.56 113.92 -1000.00 -1000.00 46.00 30.00 
1769 1769 29.96 0:00:00:59.29/600 0:00:00:59.09/600 398.86 266.01 163.42 113.89 -1000.00 -1000.00 46.00 31.00 
1770 1770 29.96 0:00:00:59.49/600 0:00:00:59.29/600 390.84 266.10 165.70 113.88 -1000.00 -1000.00 46.00 32.00 
1771 1771 29.96 0:00:00:59.69/600 0:00:00:59.49/600 382.45 266.72 168.10 114.00 -1000.00 -1000.00 47.00 33.00 
1772 1772 29.96 0:00:00:59.89/600 0:00:00:59.69/600 373.94 268.49 170.56 114.41 -1000.00 -1000.00 47.00 34.00 
1773 1773 29.96 0:00:00:59.109/600 0:00:00:59.89/600 365.84 271.05 172.93 115.01 -1000.00 -1000.00 47.00 37.00 
1774 1774 29.96 0:00:00:59.129/600 0:00:00:59.109/600 358.12 273.70 175.19 115.63 -1000.00 -1000.00 47.00 44.00 
1775 1775 29.96 0:00:00:59.149/600 0:00:00:59.129/600 351.39 276.59 177.17 116.31 -1000.00 -1000.00 47.00 48.00 
1776 1776 29.96 0:00:00:59.169/600 0:00:00:59.149/600 345.48 279.31 178.92 116.95 -1000.00 -1000.00 48.00 49.00 
1777 1777 29.96 0:00:00:59.189/600 0:00:00:59.169/600 340.41 281.81 180.42 117.54 -1000.00 -1000.00 48.00 45.00 
1778 1778 29.96 0:00:00:59.209/600 0:00:00:59.189/600 338.63 283.58 180.97 117.97 -1000.00 -1000.00 47.00 48.00 
1779 1779 29.96 0:00:00:59.229/600 0:00:00:59.209/600 342.04 282.98 180.00 117.84 -1000.00 -1000.00 48.00 35.00 
1780 1780 29.96 0:00:00:59.249/600 0:00:00:59.229/600 346.44 281.78 178.73 117.56 -1000.00 -1000.00 48.00 37.00 
1781 1781 29.96 0:00:00:59.269/600 0:00:00:59.249/600 351.66 280.11 177.20 117.17 -1000.00 -1000.00 48.00 38.00 
1782 1782 29.96 0:00:00:59.289/600 0:00:00:59.269/600 355.11 278.47 176.18 116.78 -1000.00 -1000.00 48.00 40.00 
1783 1783 29.96 0:00:00:59.309/600 0:00:00:59.289/600 354.60 278.50 176.33 116.79 -1000.00 -1000.00 49.00 42.00 
1784 1784 29.96 0:00:00:59.329/600 0:00:00:59.309/600 354.37 278.65 176.40 116.82 -1000.00 -1000.00 49.00 49.00 
1785 1785 29.96 0:00:00:59.349/600 0:00:00:59.329/600 354.26 278.79 176.43 116.86 -1000.00 -1000.00 49.00 44.00 
1786 1786 29.96 0:00:00:59.369/600 0:00:00:59.349/600 354.01 278.72 176.50 116.84 -1000.00 -1000.00 49.00 41.00 
1787 1787 29.96 0:00:00:59.389/600 0:00:00:59.369/600 353.17 278.23 176.72 116.72 -1000.00 -1000.00 49.00 46.00 
1788 1788 29.96 0:00:00:59.409/600 0:00:00:59.389/600 351.53 277.47 177.16 116.53 -1000.00 -1000.00 50.00 50.00 
1789 1789 29.96 0:00:00:59.430/600 0:00:00:59.409/600 348.44 276.55 178.00 116.29 -1000.00 -1000.00 49.00 48.00 
1790 1790 29.96 0:00:00:59.450/600 0:00:00:59.430/600 337.55 275.80 181.03 116.06 -1000.00 -1000.00 48.00 49.00 
1791 1791 29.96 0:00:00:59.470/600 0:00:00:59.450/600 324.82 275.08 184.57 115.84 -1000.00 -1000.00 49.00 50.00 
1792 1792 29.96 0:00:00:59.490/600 0:00:00:59.470/600 311.04 274.62 188.39 115.68 -1000.00 -1000.00 48.00 51.00 
1793 1793 29.96 0:00:00:59.510/600 0:00:00:59.490/600 296.43 274.55 192.43 115.60 -1000.00 -1000.00 45.00 50.00 
1794 1794 29.96 0:00:00:59.530/600 0:00:00:59.510/600 288.64 274.84 194.59 115.64 -1000.00 -1000.00 49.00 51.00 
1795 1795 29.96 0:00:00:59.550/600 0:00:00:59.530/600 280.82 276.00 196.78 115.90 -1000.00 -1000.00 43.00 51.00 
1796 1796 29.96 0:00:00:59.570/600 0:00:00:59.550/600 273.56 277.79 198.84 116.30 -1000.00 -1000.00 48.00 52.00 
1797 1797 29.96 0:00:00:59.590/600 0:00:00:59.570/600 266.70 280.26 200.81 116.87 -1000.00 -1000.00 46.00 51.00 
1798 1798 29.96 0:00:01:00.10/600 0:00:00:59.590/600 259.65 283.29 202.84 117.58 -1000.00 -1000.00 48.00 52.00 
1799 1799 29.96 0:00:01:00.30/600 0:00:01:00.10/600 250.13 284.16 205.47 117.75 -1000.00 -1000.00 47.00 51.00 
1800 1800 29.96 0:00:01:00.50/600 0:00:01:00.30/600 241.03 285.13 207.98 117.95 -1000.00 -1000.00 47.00 50.00 
1801 1801 29.96 0:00:01:00.70/600 0:00:01:00.50/600 232.84 285.78 210.23 118.07 -1000.00 -1000.00 47.00 51.00 
1802 1802 29.96 0:00:01:00.90/600 0:00:01:00.70/600 225.21 286.40 212.32 118.19 -1000.00 -1000.00 47.00 51.00 
1803 1803 29.96 0:00:01:00.110/600 0:00:01:00.90/600 221.39 289.25 213.46 118.86 -1000.00 -1000.00 46.00 51.00 
1804 1804 29.96 0:00:01:00.130/600 0:00:01:00.110/600 216.84 292.06 214.79 119.52 -1000.00 -1000.00 42.00 51.00 
1805 1805 29.96 0:00:01:00.150/600 0:00:01:00.130/600 212.95 295.20 215.95 120.25 -1000.00 -1000.00 47.00 51.00 
1806 1806 29.96 0:00:01:00.170/600 0:00:01:00.150/600 209.11 297.89 217.09 120.89 -1000.00 -1000.00 45.00 51.00 
1807 1807 29.96 0:00:01:00.190/600 0:00:01:00.170/600 205.93 300.19 218.03 121.42 -1000.00 -1000.00 45.00 50.00 
1808 1808 29.96 0:00:01:00.210/600 0:00:01:00.190/600 204.22 301.55 218.54 121.74 -1000.00 -1000.00 46.00 50.00 
1809 1809 29.96 0:00:01:00.230/600 0:00:01:00.210/600 202.78 302.08 218.95 121.86 -1000.00 -1000.00 46.00 51.00 
1810 1810 29.96 0:00:01:00.250/600 0:00:01:00.230/600 202.13 302.19 219.13 121.89 -1000.00 -1000.00 46.00 51.00 
1811 1811 29.96 0:00:01:00.270/600 0:00:01:00.250/600 201.60 301.86 219.26 121.81 -1000.00 -1000.00 46.00 51.00 
1812 1812 29.96 0:00:01:00.290/600 0:00:01:00.270/600 201.00 301.97 219.42 121.83 -1000.00 -1000.00 46.00 51.00 
1813 1813 29.96 0:00:01:00.310/600 0:00:01:00.290/600 200.06 302.09 219.68 121.85 -1000.00 -1000.00 46.00 51.00 
1814 1814 29.96 0:00:01:00.330/600 0:00:01:00.310/600 192.23 304.88 221.89 122.49 -1000.00 -1000.00 40.00 51.00 
1815 1815 29.96 0:00:01:00.350/600 0:00:01:00.330/600 172.17 312.38 227.54 124.20 -1000.00 -1000.00 40.00 50.00 
1816 1816 29.96 0:00:01:00.370/600 0:00:01:00.350/600 151.07 318.71 233.41 125.61 -1000.00 -1000.00 41.00 48.00 
1817 1817 29.96 0:00:01:00.390/600 0:00:01:00.370/600 129.39 325.02 239.40 127.01 -1000.00 -1000.00 41.00 48.00 
1818 1818 29.96 0:00:01:00.410/600 0:00:01:00.390/600 114.27 328.72 243.54 127.81 -1000.00 -1000.00 40.00 48.00 
1819 1819 29.96 0:00:01:00.430/600 0:00:01:00.410/600 111.03 327.38 244.33 127.48 -1000.00 -1000.00 40.00 47.00 
1820 1820 29.96 0:00:01:00.450/600 0:00:01:00.430/600 101.11 326.81 246.92 127.29 -1000.00 -1000.00 36.00 43.00 
1821 1821 29.96 0:00:01:00.470/600 0:00:01:00.450/600 87.50 323.45 250.34 126.41 -1000.00 -1000.00 35.00 39.00 
1822 1822 29.96 0:00:01:00.490/600 0:00:01:00.470/600 74.18 320.57 253.69 125.66 -1000.00 -1000.00 35.00 40.00 
1823 1823 29.96 0:00:01:00.510/600 0:00:01:00.490/600 61.48 318.12 256.88 125.01 -1000.00 -1000.00 35.00 40.00 
1824 1824 29.96 0:00:01:00.530/600 0:00:01:00.510/600 56.39 315.90 258.10 124.46 -1000.00 -1000.00 35.00 40.00 
1825 1825 29.96 0:00:01:00.551/600 0:00:01:00.530/600 55.87 316.49 258.26 124.60 -1000.00 -1000.00 36.00 40.00 
1826 1826 29.96 0:00:01:00.571/600 0:00:01:00.551/600 55.30 316.83 258.42 124.68 -1000.00 -1000.00 35.00 40.00 
1827 1827 29.96 0:00:01:00.591/600 0:00:01:00.571/600 54.75 317.11 258.57 124.74 -1000.00 -1000.00 35.00 39.00 
1828 1828 29.96 0:00:01:01.11/600 0:00:01:00.591/600 54.53 317.36 258.64 124.80 -1000.00 -1000.00 35.00 39.00 
1829 1829 29.96 0:00:01:01.31/600 0:00:01:01.11/600 54.24 317.85 258.74 124.91 -1000.00 -1000.00 35.00 39.00 
1830 1830 29.96 0:00:01:01.51/600 0:00:01:01.31/600 54.26 317.96 258.74 124.94 -1000.00 -1000.00 35.00 39.00 
1831 1831 29.96 0:00:01:01.71/600 0:00:01:01.51/600 54.32 318.69 258.75 125.11 -1000.00 -1000.00 35.00 40.00 
1832 1832 29.96 0:00:01:01.91/600 0:00:01:01.71/600 54.33 319.42 258.78 125.28 -1000.00 -1000.00 35.00 40.00 
1833 1833 29.96 0:00:01:01.111/600 0:00:01:01.91/600 51.19 325.12 259.83 126.62 -1000.00 -1000.00 33.00 39.00 
1834 1834 29.96 0:00:01:01.131/600 0:00:01:01.111/600 48.00 329.36 260.83 127.61 -1000.00 -1000.00 33.00 36.00 
1835 1835 29.96 0:00:01:01.151/600 0:00:01:01.131/600 44.81 333.01 261.81 128.45 -1000.00 -1000.00 32.00 35.00 
1836 1836 29.96 0:00:01:01.171/600 0:00:01:01.151/600 41.79 336.40 262.73 129.24 -1000.00 -1000.00 34.00 36.00 
1837 1837 29.96 0:00:01:01.191/600 0:00:01:01.171/600 42.06 334.58 262.58 128.81 -1000.00 -1000.00 34.00 36.00 
1838 1838 29.96 0:00:01:01.211/600 0:00:01:01.191/600 42.38 334.18 262.48 128.72 -1000.00 -1000.00 34.00 36.00 
1839 1839 29.96 0:00:01:01.231/600 0:00:01:01.211/600 42.91 335.20 262.39 128.96 -1000.00 -1000.00 34.00 39.00 
1840 1840 29.96 0:00:01:01.251/600 0:00:01:01.231/600 43.06 334.39 262.31 128.77 -1000.00 -1000.00 33.00 35.00 
1841 1841 29.96 0:00:01:01.271/600 0:00:01:01.251/600 43.11 332.80 262.23 128.39 -1000.00 -1000.00 34.00 35.00 
1842 1842 29.96 0:00:01:01.291/600 0:00:01:01.271/600 43.05 329.54 262.11 127.62 -1000.00 -1000.00 33.00 33.00 
1843 1843 29.96 0:00:01:01.311/600 0:00:01:01.291/600 42.97 326.01 261.98 126.78 -1000.00 -1000.00 35.00 36.00 
1844 1844 29.96 0:00:01:01.331/600 0:00:01:01.311/600 43.45 325.99 261.86 126.78 -1000.00 -1000.00 35.00 40.00 
1845 1845 29.96 0:00:01:01.351/600 0:00:01:01.331/600 43.82 324.51 261.70 126.43 -1000.00 -1000.00 34.00 36.00 
1846 1846 29.96 0:00:01:01.371/600 0:00:01:01.351/600 44.32 324.15 261.56 126.35 -1000.00 -1000.00 35.00 35.00 
1847 1847 29.96 0:00:01:01.391/600 0:00:01:01.371/600 44.86 322.25 261.34 125.91 -1000.00 -1000.00 35.00 36.00 
1848 1848 29.96 0:00:01:01.411/600 0:00:01:01.391/600 45.34 318.79 261.07 125.09 -1000.00 -1000.00 35.00 36.00 
1849 1849 29.96 0:00:01:01.431/600 0:00:01:01.411/600 46.33 324.85 261.07 126.53 -1000.00 -1000.00 34.00 38.00 
1850 1850 29.96 0:00:01:01.451/600 0:00:01:01.431/600 51.28 337.45 260.32 129.55 -1000.00 -1000.00 37.00 39.00 
1851 1851 29.96 0:00:01:01.471/600 0:00:01:01.451/600 54.75 354.92 260.16 133.73 -1000.00 -1000.00 36.00 42.00 
1852 1852 29.96 0:00:01:01.491/600 0:00:01:01.471/600 58.53 372.30 259.91 137.93 -1000.00 -1000.00 37.00 42.00 
1853 1853 29.96 0:00:01:01.511/600 0:00:01:01.491/600 62.27 382.27 259.36 140.36 -1000.00 -1000.00 37.00 42.00 
1854 1854 29.96 0:00:01:01.531/600 0:00:01:01.511/600 62.30 386.59 259.53 141.40 -1000.00 -1000.00 37.00 42.00 
1855 1855 29.96 0:00:01:01.551/600 0:00:01:01.531/600 63.70 386.10 259.15 141.29 -1000.00 -1000.00 38.00 42.00 
1856 1856 29.96 0:00:01:01.571/600 0:00:01:01.551/600 64.86 386.05 258.84 141.29 -1000.00 -1000.00 38.00 43.00 
1857 1857 29.96 0:00:01:01.591/600 0:00:01:01.571/600 65.64 386.41 258.65 141.38 -1000.00 -1000.00 38.00 42.00 
1858 1858 29.96 0:00:01:02.11/600 0:00:01:01.591/600 66.01 386.73 258.57 141.46 -1000.00 -1000.00 38.00 42.00 
1859 1859 29.96 0:00:01:02.31/600 0:00:01:02.11/600 66.28 387.19 258.52 141.58 -1000.00 -1000.00 38.00 42.00 
1860 1860 29.96 0:00:01:02.51/600 0:00:01:02.31/600 66.22 387.30 258.54 141.60 -1000.00 -1000.00 38.00 42.00 
1861 1861 29.96 0:00:01:02.71/600 0:00:01:02.51/600 66.06 387.33 258.58 141.61 -1000.00 -1000.00 38.00 42.00 
1862 1862 29.96 0:00:01:02.92/600 0:00:01:02.71/600 65.95 387.05 258.60 141.54 -1000.00 -1000.00 38.00 42.00 
1863 1863 29.96 0:00:01:02.112/600 0:00:01:02.92/600 65.82 387.03 258.63 141.53 -1000.00 -1000.00 38.00 42.00 
1864 1864 29.96 0:00:01:02.132/600 0:00:01:02.112/600 65.67 387.26 258.68 141.59 -1000.00 -1000.00 38.00 43.00 
1865 1865 29.96 0:00:01:02.152/600 0:00:01:02.132/600 65.50 387.25 258.73 141.58 -1000.00 -1000.00 39.00 42.00 
1866 1866 29.96 0:00:01:02.172/600 0:00:01:02.152/600 65.36 387.59 258.78 141.66 -1000.00 -1000.00 38.00 43.00 
1867 1867 29.96 0:00:01:02.192/600 0:00:01:02.172/600 68.32 384.58 257.87 140.96 -1000.00 -1000.00 37.00 42.00 
1868 1868 29.96 0:00:01:02.212/600 0:00:01:02.192/600 79.80 375.58 254.49 138.87 -1000.00 -1000.00 43.00 48.00 
1869 1869 29.96 0:00:01:02.232/600 0:00:01:02.212/600 91.87 366.78 250.97 136.83 -1000.00 -1000.00 43.00 49.00 
1870 1870 29.96 0:00:01:02.252/600 0:00:01:02.232/600 104.55 357.62 247.26 134.70 -1000.00 -1000.00 43.00 50.00 
1871 1871 29.96 0:00:01:02.272/600 0:00:01:02.252/600 114.65 350.69 244.32 133.10 -1000.00 -1000.00 44.00 48.00 
1872 1872 29.96 0:00:01:02.292/600 0:00:01:02.272/600 117.16 350.03 243.63 132.95 -1000.00 -1000.00 44.00 50.00 
1873 1873 29.96 0:00:01:02.312/600 0:00:01:02.292/600 120.04 349.38 242.84 132.81 -1000.00 -1000.00 44.00 51.00 
1874 1874 29.96 0:00:01:02.332/600 0:00:01:02.312/600 128.37 348.76 240.61 132.72 -1000.00 -1000.00 41.00 50.00 
1875 1875 29.96 0:00:01:02.352/600 0:00:01:02.332/600 148.55 348.85 235.25 132.87 -1000.00 -1000.00 47.00 51.00 
1876 1876 29.96 0:00:01:02.372/600 0:00:01:02.352/600 168.72 348.45 229.84 132.90 -1000.00 -1000.00 45.00 51.00 
1877 1877 29.96 0:00:01:02.392/600 0:00:01:02.372/600 189.25 348.31 224.31 132.99 -1000.00 -1000.00 45.00 52.00 
1878 1878 29.96 0:00:01:02.412/600 0:00:01:02.392/600 205.01 348.31 220.04 133.09 -1000.00 -1000.00 44.00 52.00 
1879 1879 29.96 0:00:01:02.432/600 0:00:01:02.412/600 209.53 348.84 218.83 133.25 -1000.00 -1000.00 44.00 52.00 
1880 1880 29.96 0:00:01:02.452/600 0:00:01:02.432/600 213.73 349.49 217.72 133.44 -1000.00 -1000.00 43.00 52.00 
1881 1881 29.96 0:00:01:02.472/600 0:00:01:02.452/600 217.09 349.93 216.82 133.57 -1000.00 -1000.00 43.00 52.00 
1882 1882 29.96 0:00:01:02.492/600 0:00:01:02.472/600 219.88 350.76 216.09 133.79 -1000.00 -1000.00 42.00 53.00 
1883 1883 29.96 0:00:01:02.512/600 0:00:01:02.492/600 219.53 352.38 216.24 134.19 -1000.00 -1000.00 44.00 53.00 
1884 1884 29.96 0:00:01:02.532/600 0:00:01:02.512/600 212.22 354.54 218.31 134.67 -1000.00 -1000.00 44.00 52.00 
1885 1885 29.96 0:00:01:02.552/600 0:00:01:02.532/600 204.91 356.74 220.38 135.16 -1000.00 -1000.00 46.00 52.00 
1886 1886 29.96 0:00:01:02.572/600 0:00:01:02.552/600 196.78 358.81 222.66 135.61 -1000.00 -1000.00 44.00 52.00 
